ID,Name of the organisation,DESCRIPTION,KEYWORDS,ADDRESS,EIRCODE,ONLINE ONLY SERVICE,WEBSITE,EMAIL,TELEPHONE,CATEGORIES,SUPPORT,latitude,longitude,DropIn_Info,,,,,,,,,,,,
143,Antrim - Golden Thread Gallery,"GTG is a contemporary art gallery making art accessible to everyone by offering free exhibitions, workshops, and community projects in our welcoming city-centre venue. Our programmes foster community connections, develop creative skills, and boost wellbeing. We're a Calouste Gulbenkian Award winner for our work with migrant and refugee communities.","Free art workshops, free library, free play area for children, free art supplies, free mindfulness art sessions, books in different languages for kids","23-29 Queen Street, Belfast BT1 6EA",BT1 6EA,No,www.goldenthreadgallery.co.uk,info@gtgallery.co.uk,02890330920,Wellbeing & Mental Health;Community & Family;Culture & the Arts;,Culture & the Arts,54.598,-5.935,"Wednesday, Friday: 11.30am-1pm ",,,,,,,,,,,,
113,Antrim - Horn of Africa People's Aid Northern Ireland(HAPANI),"1.	To amplify the voices of refugee and migrant communities from the Horn of Africa and beyond, influence policy, and challenge the systemic injustices that prevent full participation and equality.  Objectives: 1.1	Provide accessible, culturally competent advice through a dedicated drop-in centre. 1.2	Deliver welfare, benefits and housing advice and make appropriate referrals to statutory and voluntary services for support, including on education, disability and domestic violence.  1.3	Support access to health services and culturally appropriate referrals to enable support for mental health, trauma recovery and wellbeing. 1.4	Support financial health and digital inclusion (access to computers, Wi-Fi, SIM cards etc). 1.5	Provide short-term crisis support for people with no recourse to public funds. 1.6	Respond to and influence government strategies and policies affecting refugees and asylum seekers. 1.7	Host public consultations on behalf of public bodies to engage refugee communities. ","Drop In Services for Refugees&Asylum Seekers, Homework Club,","1-5 Botanic Avenue, Belfast,",BT7 1JG,No,www.hapani.org,info@hapani.org,02890315778,"Health Services;Information & Advice;Employment & Training;Education;Language Support;Housing support;Wellbeing & Mental Health;Community & Family;Youth Services;Legal Advice;Public Awareness & Activism;Culture & the Arts;Emergency & Homelessness Support (e.g. food, shelter, day services);",Multiple services,54.589,-5.934,"Monday, Tuesday, Wednesday, Thursday, Friday: 10am to 4pm",,,,,,,,,,,,
255,Antrim - iAssist-Ni,"At IASSISTNI, we are committed to fostering a stronger, more connected, compassionate community in Belfast. As a befriending charity organization, our mission is to positively impact the lives of isolated and lonely individuals, enhancing their well-being and quality of life. ","Befriending, home support, companionship","92-94 York Road, Belfast",BT15 3HF,No,www.iassistni.com,israel@iassistni.com,07557885323,"Information & Advice, Wellbeing & Mental Health, Community & Family, Public Awareness & Activsm",Wellbeing & Mental Health,54.618,-5.924,"Tuesday, Thursday, Friday: 10am - 3pm",,,,,,,,,,,,
4,Antrim - Migration Justice Project - Law Centre NI,"Immigration legal advice, policy and community engagement services, specialising in asylum & trafficking. We produce legal and policy briefings, public education resources and FAQs on the latest developments. We conduct information sessions, outreach clinics and multilingual research. We also convene the Northern Ireland Refugee & Asylum Forum.","Specialising in forced migration. we provide free immigration legal advice, information resources, policy and advocacy and training","3rd Floor, State Building, 2 Arthur Place, Belfast, ",BT1 4HG,No,www.lawcentreni.org,migrationjustice@lawcentreni.org,(+44) 028 90 244401,Information & Advice;Legal Advice;Public Awareness & Activism;,Legal Advice,54.597,-5.931,N/A,,,,,,,,,,,,
256,Antrim - Northern Ireland Refugees and Asylum Seekers Women Association (BOMOKO NI),"Bomoko NI is a unique organisation created by and for R & AS women living in NI. We emerge emerged in response to the needs of R & AS women in NI. We provide advice & advocacy services, Education and training, Employment opportunity, Mental Health and Wellbeing Awareness, Community engagement and integration.","We provide advice & advocacy services, Education and training, Employment opportunity, Mental Health and Wellbeing Awareness, Community engagement and integration.","3 Glengall Street, Glengall Exchange, BT12 5AB ",BT12 5AB,No,www.bomokoni.org,info@bomokoni.org.uk,00442896935919,"Health Services, Information & Advice, Employment & Training, Education, Language Support, Housing Support, Wellbeing & Mental Health, Community & Family",Multiple Services,54.595,-5.936,"9.30am to 1pm drop-in, afternoon only by appointment",,,,,,,,,,,,
63,Antrim - Participation and the Practice of Rights,PPR is a community organising NGO which hosts the Kind Economy campaign and Anaka Women's Collective. PPR facilitates and supports the most marginalised communities to use human rights based approaches to realise their social and economic rights.,"Campaigning against the hostile environment, supporting young people to access education, supporting people to campaign for the right to work, supporting people in transitions from Mears to NIHE accommodation, campaigning for rights.","Community House, Citylink Business Park, 6a Albert Street, Belfast",BT12 4HQ,No,www.nlb.ie,info@pprproject.org,02890 313315,Housing support;Education;Wellbeing & Mental Health;Public Awareness & Activism;,Public Awareness & Activism,54.597,-5.94,N/A,,,,,,,,,,,,
146,Antrim - Raices NI (Spanish Language and Culture for families in Northern Ireland),We organise activities to maintain linguistic and cultural ties with Spanish speaking countries and cultures as well as with people who speak Spanish.,Spanish classes. Meeting Spanish speakers,"Shaftesbury Community and Recreation Centre Balfour Avenue, Belfast",BT7 2EW,No,https://asociacion-raices-ni.webador.co.uk/,asociacionraicesni@gmail.com,N/A,Information & Advice;Education;Community & Family;Culture & the Arts;,Community & Family,54.587,-5.925,N/A,,,,,,,,,,,,
257,Antrim - Rainbow Refugees NI,"A volunteer group that celebrates LGBTQIA+ people seeking sanctuary in Northern Ireland. We hold monthly confidential social events, foster mutual support between members and campaign for inclusion in both the LGBTQIA+ and refugee communities. We do not provide support services directly.","LGBTQIA+, refugee & asylum, social",Belfast ,None,No,www.rainbowrefugeesni.com,rainbowrefugeesni@gmail.com,None,"Community & Family, Public Awareness & Activsm, Social connection",Community & Family,54.597,-5.93,By appointment,,,,,,,,,,,,
168,Antrim - Refuge Language ,Refuge Language teaches ESOL to refugees and asylum seekers. ,English class,22 Bloomfield Avenue,BT5 5AD,No,www.refugelanguage.com,Info@refugelanguage.com,07859931887,Education;Language Support;,Language Support,54.596,-5.892,N/A,,,,,,,,,,,,
258,Antrim - Starling Collective,"Empowering and supporting the refugee and asylum community with a mental health partnership programme, a destitution programme, and offering support, advice and advocacy.","destitution, trauma, advice, mental health","129 University Street, Belfast,",BT7 1HP,No,http://starlingcollective.org.uk/,info@starlingcollective.org.uk,00 44 +28 90 135 531,"Health Services, Information & Advice, Housing Support, Wellbeing & Mental Health, Community & Family",Multiple Services,54.586,-5.928,N/A,,,,,,,,,,,,
259,Antrim - The African and Caribbean Support Organisation of NI (ACSONI),We are a support organisation that aims to advocate for and empower the African and Caribbean diaspora in Northern Ireland. Our remit has expanded massively in the last year and we now support many people seeking asylum from a diverse range of nationalities through a number of clinics such as immigration & employabilitu advice & computer cafes,"Immigration clinic, housing support, language support, community dialogue,  employability support, digital access support, cultural events",9 Lower Crescent Belfast ,Bt7 1nr,No,https://www.acsoni.org/,keyworker@acsoni.org,07533221878,"Health Services, Information & Advice, Employment & Training, Education, Language Support, Housing Support, Wellbeing & Mental Health, Community & Family, Youth Services, Legal Advice, Public Awareness & Activsm",Multiple Services,54.588,-5.933,"Generally monday-friday afternoons, we post any unavailability on social media ",,,,,,,,,,,,
19,Antrim - The Rainbow Project Ltd,"Since 1994, the Rainbow Project has been working for a better Northern Ireland for LGBTQIA+ people and their families. We change lives through our service provision which mitigates the impact of discrimination, and we change society through our training, campaigning and policy work, which seeks to eliminate the root causes of that discrimination and deliver full social and legal equality for LGBTQIA+ people. ","LGBTQIA+, LGBT, Gay, Lesbian, Bisexual, Transgender","23-31 Waring Street, Belfast ",BT1 2DX ,No,www.rainbow-project.org,info@rainbow-project.org,02890319030,Health Services;Information & Advice;Wellbeing & Mental Health;Community & Family;Youth Services;Public Awareness & Activism;,Wellbeing & Mental Health,54.601,-5.929,N/A,,,,,,,,,,,,
8,Antrim - The Suitcase Project,"We are a Church of Ireland initiative that provides support to new comers in East Belfast. We offer English language classes and conversation cafes. We provide general advice and support, initiatives to support integration, education support and home visits.  ","English classes, help with forms, employment support","Emmanuel Hall, 50 Roslyn Street, Belfast",BT6 8JJ,No,Thesuitcaseproject.org.uk,Info@thesuitcaseproject.org.uk,07572817429,Language Support;Information & Advice;Community & Family;,Language Support,54.589,-5.908,"Monday, Tuesday, Wednesday: 10am-12.30pm; Wednesday evening: 7.30-9pm.",,,,,,,,,,,,
103,Antrim - whiterock childrens centre,We provide English language  classes with childcare for families in the West Belfast area. ,"English language classes,help filling in forms ,support with food and vouchers.","91 Whiterock road,belfast BT119NT",044,No,wwwwhiterockcfc.org,d.walsh@whiterockchildrenscentre.org,02890438438,Information & Advice;Education;Wellbeing & Mental Health;,Multiple services,54.591,-5.979,"Monday, Tuesday, Wednesday, Thursday, Friday. To get support from our family support workers on different issues from housing,dentists, school places and help with filling in forms and food and clothing support, class times and childcare places. Even though we take drop ins we encourage people to ring and make an appointment . ",,,,,,,,,,,,
29,Armagh - Minority Ethnic Support Armagh,"Minority Ethnic Support Armagh (MESA) empowers and supports ethnic-minority, migrant, asylum-seeking, Roma, and Traveller families in Armagh. They offer holistic, family‑centred services—legal aid, health, education, parenting, anti‑racism training, English classes, youth clubs, befriending, and cultural events advocating for rights, inclusion, and integration into society ",Immigration; English Classes; Child and Family Support,16 Russell Street Armagh ,BT61 9AA,No,www.mesarmagh.com,funding@mesarmagh.com,02837537595,Community & Family;Wellbeing & Mental Health;Language Support;Education;Information & Advice;Employment & Training;Legal Advice;,Information & Advice,54.35,-6.655,"Monday, Tuesday, Thursday: 11am-3pm",,,,,,,,,,,,
120,Armagh - Vibe ,"Vibe community hub - love, support and care for anyone in our community ","Prayer, counselling, money management, food bank, cv writing, English classes","1 Barrack St, Armagh",Bt61 1ah,No,Vibeni.com,Hello@vibeni.com,07515571385,"Information & Advice;Wellbeing & Mental Health;Community & Family;Youth Services;Emergency & Homelessness Support (e.g. food, shelter, day services);",Multiple services,54.347,-6.65,"Monday, Tuesday, Wednesday, Thursday, Friday: 9am-5pm",,,,,,,,,,,,
